05.10.2018                                                                                                       Saída dinâmica de lista                                                                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Itm|Medi|Nota    |Ordem     |P|Texto das medidas                       |Texto do item                           |CenTrabRes|StatUsuár.|StatSist |Local de instalação           |Exec.por|Fim plan. |Problema|GrCoMed |Data      |Concluído |ÁrO|CóMd|
|    4|   5|9539726 |2015896406|6|CP-A28: CALD                            |Corr interna e furo LN Água Ref. URV    |CTMIINTG  |RECB      |MEDL     |301020.FSCA.511199.000001     |CTPCM   |10.12.2017|PMGERAL |CAMPSPAR|26.03.2017|          |P20|C   |
|    5|   6|9539726 |2015896406|6|CP-A21: REPAR                           |Tubulação de água apresentando vazamento|CTMIINTG  |CMAN      |MEDE MSUC|301020.FSCA.511199.000001     |CTMIECOP|13.12.2017|PMGERAL |CAMPSPAR|26.03.2017|06.02.2018|P20|C   |
|    1|   1|10450444|2017706036|6|CP-A21A: REPAR                          |                                        |030COP02  |RECB      |MEDL     |301020.FSCA.511199.000001     |CTPCM   |04.05.2020|PMANORMA|CAMPSPAR|03.04.2018|          |P20|D   |
|    1|   2|10450444|2017706036|6|CP-A21A: REPAR                          |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCA.511199.000001     |CTPCM   |21.06.2018|PMANORMA|CAMPSPAR|03.04.2018|21.06.2018|P20|C   |
|    1|   3|10450444|2017706036|6|CP-A21A: REPAR                          |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCA.511199.000001     |CTMIINTG|10.07.2018|PMANORMA|CAMPSPAR|03.04.2018|10.07.2018|P20|C   |
|    2|  12|10585245|2017727389|5|CP-A-28: PINT                           |Iso-008-09                              |CTPCM     |RECB      |MEDL     |301020.FSCA.511199.000001     |CTMIECOP|01.08.2018|PMGERAL |CAMPSPAR|28.05.2018|          |P20|C   |
|    1|  11|10585245|2017727389|5|CP-A-29: PINT                           |Iso-008-06                              |CTPCM     |RECB      |MEDL     |301020.FSCA.511199.000001     |CTMEINTG|01.08.2018|PMGERAL |CAMPSPAR|28.05.2018|          |P20|C   |
|    5|  10|10585245|2017727389|5|CP-A29: CALD                            |Linha Fibra aprent. reforço e trinca    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCA.511199.000001     |CTMEINTG|30.07.2018|PMGERAL |CAMPSPAR|28.05.2018|19.08.2018|P20|D   |
|    5|   9|10585245|2017727389|5|CP-A29: CALD                            |Linha Fibra aprent. reforço e trinca    |CTPCM     |RECB      |MEDL     |301020.FSCA.511199.000001     |CTMEINTG|30.07.2018|PMGERAL |CAMPSPAR|28.05.2018|          |P20|D   |
|    5|   8|10585245|2017727389|5|CP-A29: CALD                            |Linha Fibra aprent. reforço e trinca    |CTPCM     |RECB      |MEDL     |301020.FSCA.511199.000001     |CTMEINTG|26.07.2018|PMGERAL |CAMPSPAR|28.05.2018|          |P20|D   |
|    5|   7|10585245|2017727389|5|CP-A29: CALD                            |Linha Fibra aprent. reforço e trinca    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCA.511199.000001     |CTMEINTG|26.07.2018|PMGERAL |CAMPSPAR|28.05.2018|19.08.2018|P20|D   |
|    5|   6|10585245|2017727389|5|CP-A29: REPAR                           |Linha Fibra aprent. reforço e trinca    |CTPCM     |RECB      |MEDL     |301020.FSCA.511199.000001     |CTMEINTG|26.07.2018|PMGERAL |CAMPSPAR|28.05.2018|          |P20|D   |
|    5|   5|10585245|2017727389|5|CP-A29: REPAR                           |Linha Fibra aprent. reforço e trinca    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCA.511199.000001     |CTMEINTG|26.07.2018|PMGERAL |CAMPSPAR|28.05.2018|19.08.2018|P20|D   |
|    4|   4|10585245|2017727389|5|CP-A17: REPAR                           |Iso-008-24                              |CTPCM     |PH        |MEDA     |301020.FSCA.511199.000001     |CTMEINTG|          |PMANORMA|CAMPSPAR|28.05.2018|          |P20|C   |
|    3|   3|10585245|2017727389|5|CP-A28: CALD                            |Iso-008-14                              |CTPCM     |PH        |MEDA     |301020.FSCA.511199.000001     |CTMIINTG|          |PMANORMA|CAMPSPAR|28.05.2018|          |P20|C   |
|    2|   2|10585245|2017727389|5|CP-A-28: REPAR                          |Iso-008-09                              |CTPCM     |RECB      |MEDL     |301020.FSCA.511199.000001     |CTMEINTG|12.06.2018|PMGERAL |CAMPSPAR|28.05.2018|          |P20|C   |
|    1|   1|10585245|2017727389|5|CP-A-29: REPAR                          |Iso-008-06                              |CTPCM     |CMAN      |MEDE MSUC|301020.FSCA.511199.000001     |CTMEINTG|12.06.2018|PMGERAL |CAMPSPAR|28.05.2018|19.08.2018|P20|C   |
|    7|  13|6802130 |          |5|MDEC-A-25: PINT *III-1*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|10.11.2015|P20|D   |
|    7|  14|6802130 |          |5|MDEC-A-25: REPAR*III-3*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|05.12.2014|PMANORMA|PARDSPAR|13.02.2014|09.08.2015|P20|C   |
|    8|  15|6802130 |          |5|MDEC-A-28S: PINT *III-3*                |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTUMF_P |28.11.2017|PMANORMA|CAMPSPAR|13.02.2014|12.11.2017|P20|C   |
|    8|  16|6802130 |          |5|MDEC-A-28S: CALD *III-3*                |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|24.11.2016|PMANORMA|PARDSPAR|13.02.2014|26.12.2015|P20|D   |
|    8|  17|6802130 |          |5|MDEC-A-28: CALD *III-3*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|04.10.2015|P20|C   |
|    8|  18|6802130 |          |5|MDEC-A-28: CALD *III-3*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|09.08.2015|P20|C   |
|    8|  19|6802130 |          |5|MDEC-A-28: PINT*III-3*                  |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIUMF |28.11.2017|PMANORMA|CAMPSPAR|13.02.2014|10.08.2017|P20|C   |
|    8|  20|6802130 |          |5|TOPD-HELID-A-37: PINT*III-3*            |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|09.09.2015|P20|C   |
|    8|  21|6802130 |          |5|TOPD-HELID-A-37: CALD*III-3*            |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|08.09.2015|P20|C   |
|    8|  22|6802130 |          |5|TOPD-HELID-A-37: CALD*III-3*            |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|23.06.2015|P20|C   |
|    8|  23|6802130 |          |5|TOPD-HELID-A-37: CALD*III-3*            |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|23.06.2015|P20|C   |
|    8|  24|6802130 |          |5|MDEC-A-28: CALD *III-3*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|PARDSPAR|13.02.2014|23.06.2015|P20|C   |
|    8|  25|6802130 |          |5|CP-A28: CALD                            |                                        |030COP02  |CMAN      |MEDE     |301020.FSCI.542099.000001     |CTMIPPRO|31.10.2018|PMANORMA|PARDSPAR|13.02.2014|18.09.2018|P20|C   |
|    9|  26|6802130 |          |5|MDEC-A-30S: PINT *III-1*                |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|18.09.2018|PMANORMA|CAMPSPAR|13.02.2014|17.08.2017|P20|D   |
|    7|  12|6802130 |          |5|CP-A25: REPAR                           |                                        |030COP02  |RECB      |MEDL     |301020.FSCI.542099.000001     |CTMIPPRO|31.10.2018|PMANORMA|PARDSPAR|13.02.2014|          |P20|C   |
|    7|  11|6802130 |          |5|COL-A1E: TEMP                           |                                        |030COP02  |RECB      |MEDL     |301020.FSCI.542099.000001     |CTMIPPRO|31.10.2018|PMANORMA|PARDSPAR|13.02.2014|          |P20|C   |
|    7|  10|6802130 |          |5|COL-A-1E: PINT *I-1*                    |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|07.12.2014|PMANORMA|CAMPSPAR|13.02.2014|12.04.2016|P20|D   |
|    6|   9|6802130 |          |5|COL-A-1E: CALD*III-3*                   |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |030COE02|29.10.2014|PMANORMA|CAMPSPAR|13.02.2014|30.10.2014|P20|D   |
|    6|   8|6802130 |          |5|COL-A-1E: TEMP                          |                                        |030COP02  |RECB      |MEDL     |301020.FSCI.542099.000001     |CTMIPPRO|31.10.2018|PMANORMA|CAMPSPAR|13.02.2014|          |P20|C   |
|    6|   7|6802130 |          |5|COL-A-1E: PINT *I-1*                    |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|07.12.2014|PMANORMA|CAMPSPAR|13.02.2014|12.04.2016|P20|D   |
|    5|   6|6802130 |          |5|MDEC-A-05: REPAR *1-IV*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|19.06.2014|INSPFORM|PARDSPAR|13.02.2014|27.12.2015|P20|D   |
|    4|   5|6802130 |          |5|MDEC-A-27: CALD *4-IV*                  |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|30.08.2015|INSPFORM|PARDSPAR|13.02.2014|15.06.2015|P20|C   |
|    3|   4|6802130 |          |5|COL-A-05: CALD *4-IV*                   |linha partida.                          |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|21.07.2014|PMANORMA|PARDSPAR|13.02.2014|29.05.2014|P20|C   |
|    2|   3|6802130 |          |5|LDEC-A-08: REPAR *4-IV*                 |linha com furo                          |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|20.10.2016|PMANORMA|PARDSPAR|13.02.2014|27.12.2015|P20|C   |
|    1|   2|6802130 |          |5|MDEC-A-16: CALD *4-IV*                  |Linha exposta a calor exessivo.         |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|21.02.2015|PMANORMA|PARDSPAR|13.02.2014|20.09.2014|P20|C   |
|   19|  48|4656596 |2017849023|6|MDEC-A-18:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.07.2013|P20|C   |
|   19|  47|4656596 |2017849023|6|MDEC-A-17:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|PARDPAR |22.07.2011|06.07.2013|P20|C   |
|   19|  46|4656596 |2017849023|6|MDEC-A-17:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.07.2013|P20|C   |
|   19|  45|4656596 |2017849023|6|MDEC-A-17:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.07.2013|P20|C   |
|    9|  27|6802130 |          |5|MDEC-A-30: PINT *III-3*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|20.04.2015|P20|C   |
|    1|   1|10779260|2017981690|5|CP-A-22: REPAR                          |Hidrante - H504001                      |          |PH        |MEDA     |301020.FSCI.542099.000001     |CTMIINTG|          |INSPFORM|CAMPSPAR|13.08.2018|          |P20|B   |
|    4|   4|9701050 |2017016037|6|CP-A27: CALD                            |Tubulação com suportação deficiente     |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|17.05.2018|PMANORMA|CAMPSPAR|03.06.2017|28.05.2018|P20|D   |
|    3|   3|9701050 |2017016037|6|CP-A21A: CALD                           |Linha com amassamento                   |CTPCM     |RECB      |MEDL     |301020.FSCI.542099.000001     |CTMIINTG|13.12.2017|PMGERAL |CAMPSPAR|03.06.2017|          |P20|D   |
|    2|   2|9701050 |2017016037|6|CP-A21A: CALD                           |Linha com amassamento                   |CTPCM     |RECB      |MEDL     |301020.FSCI.542099.000001     |CTMIINTG|13.12.2017|PMGERAL |CAMPSPAR|03.06.2017|          |P20|D   |
|    1|   1|9701050 |2017016037|6|CP-A27: REPAR                           |Corr alveolar e furo LN comb. incêndio  |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|30.04.2019|PMGERAL |CAMPSPAR|03.06.2017|18.09.2018|P20|C   |
|   22|  51|6802130 |          |5|MDEC-A30S:CALD *4-III*                  |Furos no dilúvio                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|30.04.2015|PMANORMA|CAMPPAR |13.02.2014|24.03.2015|P20|B   |
|   21|  50|6802130 |          |5|MDEC-A17S:CALD *4-III*                  |Furos generalizado                      |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|30.06.2015|PMANORMA|CAMPPAR |13.02.2014|19.05.2015|P20|B   |
|   20|  49|6802130 |          |5|MDEC-A30:CALD *2-II*                    |Suportes danificados                    |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|25.11.2016|PMANORMA|CAMPSPAR|13.02.2014|26.12.2015|P20|C   |
|   19|  48|6802130 |          |5|PONT-A02: REPAR *2-III*                 |Reparo provisório                       |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|28.11.2017|PMANORMA|CAMPPAR |13.02.2014|31.03.2017|P20|C   |
|   14|  47|6802130 |          |5|LDEC-A08:PINT *2-II*                    |Corrosão na passagem entre zonas        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|26.04.2015|P20|C   |
|   18|  46|6802130 |          |5|MDEC-A18:CALD *4-III*                   |Pintura danificada                      |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|30.10.2015|PMANORMA|CAMPSPAR|13.02.2014|05.09.2015|P20|B   |
|   18|  45|6802130 |          |5|MDEC-A18:CALD *2-II*                    |Pintura danificada                      |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|05.09.2015|P20|C   |
|   18|  44|6802130 |          |5|MDEC-A18:PINT *2-II*                    |Pintura danificada                      |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|25.11.2016|PMANORMA|CAMPSPAR|13.02.2014|11.12.2015|P20|C   |
|   16|  43|6802130 |          |5|COL-A05:CALD *2-II*                     |Danos a pintura                         |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|25.11.2016|PMANORMA|CAMPSPAR|13.02.2014|09.02.2016|P20|C   |
|   17|  42|6802130 |          |5|MDEC-A31:PINT *2-II*                    |Corrosão severa nos suportes            |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|21.04.2015|P20|C   |
|   16|  41|6802130 |          |5|MDEC-A28S:PINT *2-II*                   |Danos a pintura                         |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIUMF |28.11.2017|PMANORMA|CAMPSPAR|13.02.2014|12.11.2017|P20|C   |
|   15|  40|6802130 |          |5|MDEC-A28S:PINT *2-II*                   |Danos na pintura                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|28.11.2017|PMANORMA|CAMPSPAR|13.02.2014|12.11.2017|P20|C   |
|   13|  39|6802130 |          |5|CI-A08: REPAR                           |Reparo  provisório                      |030COP02  |RECB      |MEDL     |301020.FSCI.542099.000001     |CTMIPPRO|31.10.2018|PMANORMA|PARDPAR |13.02.2014|          |P20|C   |
|   14|  38|6802130 |          |5|LDEC-A08:PINT *2-II*                    |Corrosão na passagem entre zonas        |030COP02  |CANC      |MEDE     |301020.FSCI.542099.000001     |030COP02|15.07.2015|PMANORMA|CAMPSPAR|13.02.2014|15.07.2015|P20|C   |
|   13|  37|6802130 |          |5|CI-A08: REPAR                           |Reparo  provisório                      |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|31.10.2018|PMANORMA|PARDPAR |13.02.2014|18.09.2018|P20|C   |
|   12|  36|6802130 |          |5|MDEC-A30:CALD *2-II*                    |Corrosão no suporte                     |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|07.12.2014|PMANORMA|CAMPSPAR|13.02.2014|25.10.2015|P20|C   |
|   11|  35|6802130 |          |5|MDEC-A-18: PINT *III-1*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTUMF_P |18.09.2018|PMANORMA|CAMPSPAR|13.02.2014|24.08.2017|P20|D   |
|   10|  34|6802130 |          |5|MDEC-A-31: CALD *III-3*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|09.09.2015|P20|C   |
|   10|  33|6802130 |          |5|MDEC-A-17S: PINT *III-3*                |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|24.11.2017|PMANORMA|CAMPSPAR|13.02.2014|28.06.2017|P20|D   |
|   10|  32|6802130 |          |5|MDEC-A-31: PINT *III-1*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|09.09.2015|P20|D   |
|   10|  31|6802130 |          |5|MDEC-A-31: PINT *III-1*                 |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTUMF_P |05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|28.04.2015|P20|D   |
|    9|  30|6802130 |          |5|MDEC-A-18: CALD *II-2*                  |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|28.01.2015|P20|D   |
|    9|  29|6802130 |          |5|MDEC-A-30: CALD *II-2*                  |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|29.01.2015|P20|D   |
|    9|  28|6802130 |          |5|MDEC-A-30S: PINT *III-1*                |                                        |030COP02  |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|05.12.2014|PMANORMA|CAMPSPAR|13.02.2014|13.01.2016|P20|D   |
|   19|  19|4656596 |2017849023|6|MDEC-A16...31:CALD: REPAR               |Corrosão em todo o sistema da planta    |CTPCM     |CANC      |MEDE     |301020.FSCI.542099.000001     |CTMIPPRO|30.08.2013|PMANORMA|CAMPSPAR|22.07.2011|08.08.2013|P20|C   |
|   18|  18|4656596 |2017849023|6|MDEC-A-20:CALD                          |Corrosão nos armários de CO2            |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |030COP02|28.04.2012|PMANORMA|CAMPSPAR|22.07.2011|05.10.2011|P20|C   |
|   17|  17|4656596 |2017849023|6|MDEC-A-25:PINT                          |Corrosão linha CO2 TC "B"               |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|24.08.2012|PMANORMA|CAMPSPAR|22.07.2011|21.07.2012|P20|C   |
|   16|  16|4656596 |2017849023|6|MDEC-A24:CALD                           |Corrosão linha CO2 TC "A"               |CTPCM     |RECB      |MEDL     |301020.FSCI.542099.000001     |CTPCM   |31.10.2018|PMANORMA|CAMPSPAR|22.07.2011|          |P20|D   |
|   15|  15|4656596 |2017849023|6|MDEC-A-16:PINT                          |Corrosão linha CO2 vent tq  drenagem    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|24.08.2012|PMANORMA|CAMPSPAR|22.07.2011|21.07.2012|P20|C   |
|   14|  14|4656596 |2017849023|6|MDEC-A-17S:PINT                         |Corrosão na linha sob o convés          |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|24.08.2012|PMANORMA|CAMPSPAR|22.07.2011|21.07.2012|P20|C   |
|   13|  13|4656596 |2017849023|6|MDEC-A30:PINT                           |Corrosão nas linhas em proa             |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|24.08.2012|PMANORMA|CAMPSPAR|22.07.2011|17.09.2012|P20|C   |
|   12|  12|4656596 |2017849023|6|MDEC-A-28S:PINT                         |Corrosão nas linhas sob convés          |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|24.08.2012|PMANORMA|CAMPSPAR|22.07.2011|21.07.2012|P20|C   |
|   11|  11|4656596 |2017849023|6|MDEC-A-28:CALD                          |Caixa de passagem tubulação com corrosão|CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIECOP|10.12.2016|PMANORMA|CAMPSPAR|22.07.2011|24.01.2016|P20|C   |
|   10|  10|4656596 |2017849023|6|COL-A-04:CALD                           |Corrosão nos estojos da válvula retenção|CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIINTG|23.08.2013|PMANORMA|CAMPSPAR|22.07.2011|11.08.2013|P20|C   |
|    9|   9|4656596 |2017849023|6|LDEC-A8:CALD                            |Furo devido à corrosão interna          |CTPCM     |CANC      |MEDE     |301020.FSCI.542099.000001     |030COP02|22.09.2016|PMANORMA|CAMPSPAR|22.07.2011|22.09.2016|P20|A   |
|    8|   8|4656596 |2017849023|6|MDEC-A31:CALD                           |Corrosão severa e furo                  |CTPCM     |CANC      |MEDE     |301020.FSCI.542099.000001     |030COP02|25.05.2014|PMANORMA|CAMPSPAR|22.07.2011|25.05.2014|P20|A   |
|    7|   7|4656596 |2017849023|6|MDEC-A31:CALD                           |Corrosão severa nos parafusos           |CTPCM     |CANC      |MEDE     |301020.FSCI.542099.000001     |030COP02|22.09.2016|PMANORMA|CAMPSPAR|22.07.2011|22.09.2016|P20|C   |
|    6|   6|4656596 |2017849023|6|MDEC-A31:CALD                           |Encamisamento sem rastreabilidade       |CTPCM     |ELIM      |MEDE     |301020.FSCI.542099.000001     |030COP02|15.08.2014|PMANORMA|CAMPSPAR|22.07.2011|15.08.2014|P20|B   |
|    5|   5|4656596 |2017849023|6|MDEC-A31:CALD                           |Furo devido à corrosão externa          |CTPCM     |ELIM      |MEDE     |301020.FSCI.542099.000001     |030COP02|05.07.2013|PMVAZAMT|CAMPSPAR|22.07.2011|05.07.2013|P20|A   |
|    4|   4|4656596 |2017849023|6|MDEC-A31:CALD                           |Furo devido à corrosão externa          |CTPCM     |ELIM      |MEDE     |301020.FSCI.542099.000001     |030COP02|15.08.2014|PMANORMA|CAMPSPAR|22.07.2011|15.08.2014|P20|A   |
|    3|   3|4656596 |2017849023|6|MDEC-A18:CALD                           |Encamisamento sem rastreabilidade.      |CTPCM     |ELIM      |MEDE     |301020.FSCI.542099.000001     |030COP02|15.08.2014|PMANORMA|PARDPAR |22.07.2011|15.08.2014|P20|B   |
|    2|   2|4656596 |2017849023|6|MDEC-A18:CALD                           |Tomada de 2" furada                     |CTPCM     |ELIM      |MEDE     |301020.FSCI.542099.000001     |030COP02|15.08.2014|PMANORMA|CAMPSPAR|22.07.2011|15.08.2014|P20|A   |
|    1|   1|4656596 |2017849023|6|MDEC-A18:CALD                           |Eliminar reparo provisório na linha     |CTPCM     |ELIM      |MEDE     |301020.FSCI.542099.000001     |030COP02|15.08.2014|PMANORMA|CAMPSPAR|22.07.2011|15.08.2014|P20|B   |
|    1|   5|9785346 |2016998217|5|CP-CALD                                 |Corr interna, furo e corrosão externa   |          |RECB      |MEDL     |301020.FSCI.542099.000001     |CTMIPPRO|16.04.2018|PMGERAL |PARDSPAR|10.07.2017|          |P20|C   |
|    1|   4|9785346 |2016998217|5|CP-CALD                                 |Corr interna, furo e corrosão externa   |          |RECB      |MEDL     |301020.FSCI.542099.000001     |CTMIPPRO|16.04.2018|PMGERAL |PARDSPAR|10.07.2017|          |P20|C   |
|    2|   3|9785346 |2016998217|5|COL-A1E: PINT                           |Processo corrosivo interno e vazamento  |          |RECB      |MEDA     |301020.FSCI.542099.000001     |CTMIECOP|          |INSPEXTE|CAMPSPAR|10.07.2017|          |P20|D   |
|    2|   2|9785346 |2016998217|5|COL-A1E: CALD                           |Processo corrosivo interno e vazamento  |          |RECB      |MEDL     |301020.FSCI.542099.000001     |CTMIPPRO|10.07.2018|INSPEXTE|PARDSPAR|10.07.2017|          |P20|C   |
|    1|   1|9785346 |2016998217|5|CONV-2-A34A: CALD                       |Corr interna, furo e corrosão externa   |          |RECB      |MEDL     |301020.FSCI.542099.000001     |CTPCM   |31.08.2018|PMGERAL |PARDSPAR|10.07.2017|          |P20|C   |
|   19|  20|4656596 |2017849023|6|MDEC-A-17S:CALD                         |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|PARDSPAR|22.07.2011|20.07.2013|P20|C   |
|   19|  44|4656596 |2017849023|6|MDEC-A-27S/28S:CALD                     |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.07.2013|P20|C   |
|   19|  43|4656596 |2017849023|6|MDEC-A-30S:CALD                         |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|PARDSPAR|22.07.2011|20.07.2013|P20|C   |
|   19|  42|4656596 |2017849023|6|MDEC-A-30:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|PARDSPAR|22.07.2011|06.07.2013|P20|C   |
|   19|  41|4656596 |2017849023|6|MDEC-A-17S/30S:CALD                     |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.07.2013|P20|C   |
